Date;Location;MinTemp;MaxTemp;Rainfall;Evaporation;Sunshine;Humid1;Humid2;Pressure1;Pressure2;Could1;Cloud2;Temp1;Temp2;RainToday;RainTomorrow
07/09/09;Sydney;135;199;0;5.4;21;74;57;1008.5;10008;7;6;146;191;No;Yes
08/09/09;Sydney;116;211;54;3.6;83;56;56;1008.2;10076;1;6;162;17;Yes;No
09/09/09;Sydney;103;208;2;3.6;112;47;35;1010.2;10088;1;3;157;204;No;No
10/09/09;Sydney;10;222;0;5;109;45;38;1015.9;10139;1;1;16;198;No;No
11/09/09;Sydney;95;224;0;5;107;50;47;1022.6;10194;0;1;152;184;No;No
12/09/09;Sydney;11;285;0;6;109;49;27;1022.5;10191;0;0;173;255;No;No
13/09/09;Sydney;173;322;0;8.2;109;24;17;1019.6;10155;0;0;252;319;No;No
14/09/09;Sydney;181;197;0;7.4;62;70;60;1021.8;10213;5;6;185;184;No;No
15/09/09;Sydney;154;204;0;6.4;69;77;66;1021.4;10164;7;6;169;197;No;No
16/09/09;Sydney;156;222;0;3.4;0;80;79;1023;10197;8;7;174;195;No;No
17/09/09;Sydney;147;321;0;1.6;76;68;25;1017;10101;2;6;222;312;No;No
18/09/09;Sydney;19;235;0;10.4;102;43;51;1017.9;10184;3;1;227;212;No;No
19/09/09;Sydney;131;208;0;5.4;97;63;63;1019.2;1013;1;3;183;194;No;No
20/09/09;Sydney;138;247;0;5.8;85;49;30;1014.8;10109;4;6;207;237;No;No
21/09/09;Sydney;157;258;0;8.2;81;69;67;1014.7;1012;3;8;188;193;No;No
22/09/09;Sydney;171;317;0;3.4;82;45;34;1002.8;9983;0;1;258;309;No;Yes
23/09/09;Sydney;17;218;44;11.2;8;40;36;996.8;9978;9;3;173;209;Yes;No
24/09/09;Sydney;151;25;0;7.6;113;36;26;1012.1;10096;1;1;188;24;No;No
25/09/09;Sydney;135;254;0;8;112;36;33;1013.5;1007;0;0;21;224;No;No
26/09/09;Sydney;171;196;0;11.2;9;24;19;1004.3;10045;1;3;177;184;No;No
27/09/09;Sydney;101;172;0;8;108;30;23;1006.4;10041;1;3;139;169;No;No
28/09/09;Sydney;11;214;0;8.2;78;39;31;1007.6;10056;1;3;152;197;No;No
29/09/09;Sydney;114;21;0;4;111;42;45;1014.1;10118;1;2;17;188;No;No
30/09/09;Sydney;109;256;0;5.4;11;57;34;1017.7;10126;2;3;184;22;No;No
01/10/09;Sydney;149;331;0;7;108;21;10;1013.4;10077;3;1;256;328;No;No
02/10/09;Sydney;165;207;0;10.2;5;72;68;1013.4;1010;7;8;183;194;No;Yes
03/10/09;Sydney;136;152;126;3;0;91;89;1011.9;10141;8;8;138;145;Yes;Yes
04/10/09;Sydney;129;17;382;2.4;0;88;61;1021.5;10198;8;7;135;166;Yes;Yes
05/10/09;Sydney;131;202;34;1.8;22;91;65;1020.3;10171;7;7;142;184;Yes;Yes
06/10/09;Sydney;115;196;66;2.6;64;77;64;1020.6;10167;6;4;135;18;Yes;Yes
07/10/09;Sydney;106;193;7;3.6;88;51;29;1014.2;10113;1;5;141;185;Yes;Yes
08/10/09;Sydney;105;175;22;6.8;74;49;48;1018;10199;6;5;138;169;Yes;No
09/10/09;Sydney;96;171;0;5.2;47;65;76;1025.4;1026;5;6;135;139;No;Yes
10/10/09;Sydney;89;186;244;3.4;67;84;59;1029.7;10273;4;7;12;176;Yes;Yes
11/10/09;Sydney;118;193;22;3.4;67;91;57;1025.2;10198;7;7;131;192;Yes;No
12/10/09;Sydney;113;226;0;4.8;47;61;63;1011.8;10064;2;8;178;211;No;No
13/10/09;Sydney;17;245;0;5;112;38;21;1002;9987;1;2;201;24;No;No
14/10/09;Sydney;152;221;0;11.2;89;36;34;1000.7;10007;1;5;197;178;No;No
15/10/09;Sydney;138;23;0;7.6;10;46;28;1008.4;10062;6;7;188;22;No;No
16/10/09;Sydney;118;212;0;7.4;121;42;19;1012;10118;1;2;151;205;No;No
17/10/09;Sydney;116;212;0;8;122;53;43;1020.8;10206;1;1;168;203;No;Yes
18/10/09;Sydney;138;188;7;5.8;79;80;61;1027.4;10253;6;3;155;185;Yes;No
19/10/09;Sydney;124;208;1;4.4;122;71;57;1027.1;10247;1;1;166;204;No;No
20/10/09;Sydney;143;23;0;5.8;121;71;62;1023.5;10187;0;0;19;22;No;No
21/10/09;Sydney;156;346;0;7.6;116;44;28;1019.8;10168;1;3;211;297;No;No
22/10/09;Sydney;179;213;0;9.4;12;67;63;1024.9;10226;8;7;185;20;No;No
23/10/09;Sydney;175;229;0;5;111;66;70;1019.9;10147;3;1;213;216;No;No
24/10/09;Sydney;168;221;0;7;92;63;56;1019.5;10163;4;1;197;209;No;No
25/10/09;Sydney;179;209;0;5.6;11;72;94;1016;10157;7;8;203;165;No;Yes
26/10/09;Sydney;144;17;732;NA;0;91;60;1023.7;10253;8;8;147;166;Yes;Yes
27/10/09;Sydney;147;188;14;3.8;0;58;56;1029.5;10277;8;8;17;184;Yes;No
28/10/09;Sydney;14;228;6;3.6;63;76;68;1025.8;;6;2;188;211;No;No
29/10/09;Sydney;17;22;2;5;6;81;66;NA;10238;7;7;185;208;No;No
30/10/09;Sydney;173;234;0;4;98;78;60;1023.2;10206;5;1;205;228;No;No
31/10/09;Sydney;187;228;0;7.4;103;80;65;1025.2;10234;6;1;20;221;No;No
01/11/09;Sydney;169;242;0;8;101;62;58;1024.5;10199;1;1;217;234;No;No
02/11/09;Sydney;188;26;0;7;69;82;68;1021;10175;8;7;206;245;No;No
03/11/09;Sydney;189;369;0;6.2;11;73;18;1011.9;10066;6;6;24;363;No;No
04/11/09;Sydney;194;199;0;13.2;0;71;76;1017.9;10155;8;8;197;191;No;No
05/11/09;Sydney;169;198;0;2.2;11;75;68;1020.9;10219;7;7;194;191;No;Yes
06/11/09;Sydney;167;213;14;3;8;66;57;1027.6;10271;7;7;192;208;Yes;Yes
07/11/09;Sydney;172;229;42;4.2;62;69;60;1030.5;1030;6;6;209;225;Yes;No
08/11/09;Sydney;191;219;0;6.4;7;75;89;1030.7;10288;8;8;204;199;No;No
09/11/09;Sydney;191;232;8;2.6;11;77;61;1027.2;1024;6;1;209;228;No;No
10/11/09;Sydney;159;239;0;5.4;128;61;54;1022.5;1020;1;0;216;232;No;No
11/11/09;Sydney;154;239;0;10.2;124;74;64;1022.6;10213;1;1;21;231;No;No
12/11/09;Sydney;166;267;0;6.8;112;70;54;1020;10134;0;6;22;26;No;Yes
13/11/09;Sydney;195;23;4;8.8;97;66;60;1020.1;10192;6;5;217;225;Yes;No
14/11/09;Sydney;15;243;2;6.2;126;66;56;1016.4;10114;2;2;201;234;No;No
15/11/09;Sydney;185;251;0;8.8;93;74;63;1012.1;10117;4;5;222;238;No;No
16/11/09;Sydney;187;276;0;6.4;103;72;62;1008.8;1002;5;7;226;266;No;Yes
17/11/09;Sydney;194;236;14;8.8;5;61;59;1008.7;10097;7;7;211;21;Yes;No
18/11/09;Sydney;178;238;0;7.2;66;72;51;1013.2;10103;7;2;198;232;No;No
19/11/09;Sydney;184;265;0;8;106;70;63;1010.3;10092;3;3;236;26;No;No
20/11/09;Sydney;21;332;0;8.8;76;71;52;1009.8;10057;0;8;262;29;No;No
21/11/09;Sydney;22;315;0;12.4;103;56;45;1009.8;10066;7;7;254;302;No;No
22/11/09;Sydney;212;404;0;7.4;6;75;19;1005;10015;6;7;24;398;No;No
23/11/09;Sydney;199;228;0;13.4;3;62;68;1021;10226;7;8;214;204;No;No
24/11/09;Sydney;181;215;0;5.2;21;84;74;1026.2;10243;8;8;187;206;No;No
25/11/09;Sydney;183;25;2;3;122;82;74;1022.3;10184;2;0;213;24;No;No
26/11/09;Sydney;213;266;0;7.8;84;80;67;1017.5;10112;7;1;223;248;No;No
27/11/09;Sydney;213;332;1;7.8;124;50;41;1009.7;10071;1;1;261;287;No;No
28/11/09;Sydney;211;293;0;12.8;95;63;51;1006.4;10002;0;6;26;282;No;No
29/11/09;Sydney;195;305;0;10.6;124;28;20;1000.9;9987;0;5;253;293;No;No
30/11/09;Sydney;181;231;0;11.8;39;55;61;1008.1;10092;4;7;212;196;No;Yes
01/12/09;Sydney;143;212;44;6.4;96;58;59;1016.1;10174;2;5;179;194;Yes;Yes
02/12/09;Sydney;135;226;102;6.4;112;69;44;1022;10217;7;2;173;215;Yes;No
03/12/09;Sydney;152;226;0;6.8;129;58;52;1022.6;10179;1;1;197;22;No;No
04/12/09;Sydney;173;244;0;8;125;69;61;1015.6;10156;0;5;218;225;No;No
05/12/09;Sydney;182;234;0;9.8;65;59;64;1015.2;10126;7;6;202;22;No;No
06/12/09;Sydney;187;256;0;6.2;105;61;58;1017.3;1015;5;1;234;238;No;No
07/12/09;Sydney;217;285;0;8.2;111;67;62;1011.8;10074;1;2;254;273;No;No
08/12/09;Sydney;201;276;0;10.2;88;68;70;1009.1;10008;7;3;226;241;No;No
09/12/09;Sydney;184;24;6;8.2;98;76;59;1011.1;10102;6;5;192;22;No;No
10/12/09;Sydney;192;288;0;7.8;12;75;70;1011;1006;8;8;234;248;No;No
11/12/09;Sydney;199;288;0;7;129;30;30;1012.7;10131;2;1;241;251;No;No
12/12/09;Sydney;169;271;0;11.4;13;57;55;1018.7;1014;1;1;227;248;No;No
13/12/09;Sydney;203;274;0;8.4;111;68;61;1016.3;10152;3;1;235;259;No;No
14/12/09;Sydney;20;243;0;9;0;72;69;1021.2;10211;7;8;213;211;No;No
15/12/09;Sydney;191;245;0;4.8;43;59;62;1022.5;10203;6;7;243;236;No;No
16/12/09;Sydney;217;265;0;9.2;106;74;70;1020.3;10161;4;1;241;26;No;No
17/12/09;Sydney;215;32;0;10.4;116;71;51;1013.7;10085;0;5;26;298;No;Yes
18/12/09;Sydney;202;214;54;13.6;0;87;83;1014.1;10167;8;8;202;185;Yes;Yes
19/12/09;Sydney;169;289;8;3.8;10;70;34;1015.1;10139;0;0;214;274;Yes;No
20/12/09;Sydney;196;225;0;10.2;0;62;59;1021.2;10198;8;8;209;218;No;No
21/12/09;Sydney;199;249;0;4.4;97;65;64;1016.9;10126;4;6;224;233;No;No
22/12/09;Sydney;197;294;0;9;12;58;53;1011.5;10097;3;5;246;271;No;No
23/12/09;Sydney;197;;0;10;111;70;68;1015.4;10124;0;4;251;262;No;No
24/12/09;Sydney;;;0;10;;;69;NA;10099;2;8;;255;No;No
25/12/09;Sydney;216;281;0;10.8;;65;85;1010.1;1011;7;8;246;207;No;Yes
26/12/09;Sydney;177;202;12;2.8;0;91;85;1016.2;10164;8;8;178;186;Yes;Yes
27/12/09;Sydney;177;229;48;1.8;0;92;80;1017.9;10161;8;8;202;223;Yes;Yes
28/12/09;Sydney;201;231;16;2.6;14;97;83;1014.8;10154;8;7;206;227;Yes;Yes
29/12/09;Sydney;198;261;54;2.4;119;69;55;1021.4;10212;4;1;23;259;Yes;No
30/12/09;Sydney;198;252;0;8.6;128;66;57;1025;10231;5;4;224;245;No;No
31/12/09;Sydney;201;248;0;8;2;92;83;1020.9;10172;8;8;209;233;No;No
01/01/10;Sydney;209;293;4;2.8;11;84;56;1013.9;10104;8;7;243;29;No;No
02/01/10;Sydney;233;307;0;6.8;48;70;79;1007.7;10057;7;7;256;249;No;Yes
03/01/10;Sydney;189;215;86;7;0;80;74;1015.3;1016;8;8;201;208;Yes;No
04/01/10;Sydney;182;239;1;2.4;28;64;58;1020.6;10191;7;7;214;232;No;No
05/01/10;Sydney;183;261;2;4.6;104;64;60;1018.1;10146;1;2;236;257;No;No
06/01/10;Sydney;218;276;0;8.4;95;83;71;1015.9;10138;7;5;225;248;No;No
07/01/10;Sydney;208;249;0;8;8;66;59;1018.3;10174;8;8;218;234;No;No
08/01/10;Sydney;209;256;4;6;77;66;59;1021.7;10197;7;2;229;255;No;No
09/01/10;Sydney;208;324;0;5.4;132;76;51;1018;10146;1;3;244;306;No;No
10/01/10;Sydney;241;30;0;11;127;65;56;1016.1;10154;1;2;283;289;No;No
11/01/10;Sydney;221;258;0;8.6;78;64;60;1019.4;10161;6;3;242;258;No;No
12/01/10;Sydney;23;303;0;8.8;94;77;65;1013;10085;7;1;25;284;No;No
13/01/10;Sydney;237;277;2;9.2;88;64;69;1010.9;1011;1;6;27;254;No;Yes
14/01/10;Sydney;195;229;13;7.8;2;90;75;1017.7;10176;8;8;196;21;Yes;No
15/01/10;Sydney;19;251;2;3.8;3;83;74;1018.9;10172;8;7;217;244;No;No
16/01/10;Sydney;217;259;2;5.4;48;72;63;1014;10096;6;7;234;245;No;No
17/01/10;Sydney;203;273;0;6.6;103;64;68;1004.2;1003;3;7;246;256;No;No
18/01/10;Sydney;167;257;0;8;13;55;14;1002.9;10025;1;2;21;251;No;No
19/01/10;Sydney;156;268;0;10;133;39;31;1009.5;10074;1;1;198;229;No;No
20/01/10;Sydney;174;289;0;10.4;13;41;34;1010.4;10078;0;0;232;266;No;No
21/01/10;Sydney;195;274;0;9;128;74;58;1012.3;10084;3;2;24;274;No;No
22/01/10;Sydney;226;326;0;8.2;96;77;64;1013.6;10088;3;2;25;292;No;No
23/01/10;Sydney;25;413;0;13.4;56;28;17;1007.8;10054;5;5;319;399;No;Yes
24/01/10;Sydney;184;23;62;8.6;1;92;66;1016.3;10145;8;8;195;226;Yes;No
25/01/10;Sydney;195;261;4;3.6;28;80;70;1014.8;10118;8;7;224;257;No;No
26/01/10;Sydney;223;29;0;4;86;83;69;1010.9;10072;6;3;251;277;No;No
27/01/10;Sydney;229;271;0;6.2;46;78;72;1015.1;10136;8;8;234;25;No;No
28/01/10;Sydney;222;266;0;4.8;18;80;81;1012.1;10095;8;8;237;246;No;Yes
29/01/10;Sydney;196;302;26;3.4;95;81;53;1008.6;1010;1;1;222;296;Yes;Yes
30/01/10;Sydney;205;273;26;6.4;7;82;66;1018.6;10179;8;7;216;264;Yes;No
31/01/10;Sydney;215;266;0;5.4;92;75;70;1016.7;10146;6;7;256;26;No;No
01/02/10;Sydney;226;277;0;7.8;79;73;66;1015.9;10161;6;7;256;266;No;No
02/02/10;Sydney;227;277;6;8;98;61;60;1017.8;10164;6;7;25;259;No;Yes
03/02/10;Sydney;214;273;234;6.4;73;90;66;1014.9;10143;7;4;22;272;Yes;Yes
04/02/10;Sydney;219;272;34;6;39;83;76;1013.9;10113;7;7;252;261;Yes;Yes
05/02/10;Sydney;231;265;4;4.8;3;79;88;1010.1;10088;7;7;258;249;Yes;Yes
06/02/10;Sydney;205;224;312;5;0;95;95;1015.7;10162;7;8;216;222;Yes;Yes
07/02/10;Sydney;202;25;774;7.4;2;95;86;1021.6;10208;7;8;211;238;Yes;Yes
08/02/10;Sydney;21;276;34;1.8;23;76;70;1022.9;10219;8;7;235;263;Yes;No
09/02/10;Sydney;228;276;0;5.8;99;83;65;1023;10212;6;3;243;273;No;No
10/02/10;Sydney;217;279;4;5.8;101;72;61;1020.6;10176;2;2;256;273;No;No
11/02/10;Sydney;214;282;0;8.8;69;71;60;1017.1;10135;2;2;253;274;No;No
12/02/10;Sydney;239;378;0;9;98;71;32;1008.7;10055;6;7;269;374;No;Yes
13/02/10;Sydney;214;255;70;9.4;3;92;80;1011.9;10102;8;8;221;252;Yes;Yes
14/02/10;Sydney;221;264;10;2;14;91;92;1007.3;10045;7;8;235;239;Yes;Yes
15/02/10;Sydney;202;30;152;2.8;99;95;67;1006.7;10035;6;3;214;285;Yes;No
16/02/10;Sydney;213;264;2;7.6;87;65;57;1011.8;10136;7;7;223;25;No;No
17/02/10;Sydney;185;256;0;7.8;128;64;56;1016.7;1016;3;2;214;254;No;No
18/02/10;Sydney;183;259;0;8;12;52;51;1022.4;10234;5;5;237;249;No;No
19/02/10;Sydney;202;255;0;7.2;8;60;51;1024.8;10231;5;6;226;25;No;No
20/02/10;Sydney;189;273;0;6.4;118;76;54;1021.9;10184;1;2;222;261;No;No
21/02/10;Sydney;207;298;0;9.6;116;75;59;1018;10148;1;1;235;286;No;No
22/02/10;Sydney;232;354;0;9.4;119;61;46;1015.4;10117;0;3;267;325;No;No
23/02/10;Sydney;26;286;0;10.4;74;54;60;1013.6;10163;1;7;285;237;No;No
24/02/10;Sydney;211;241;0;9.2;15;55;52;1021.7;10214;8;7;224;238;No;No
25/02/10;Sydney;205;246;0;4.4;93;45;46;1026.4;10266;2;2;233;242;No;No
26/02/10;Sydney;181;251;0;6;16;73;58;1027;10244;6;7;202;246;No;No
27/02/10;Sydney;184;27;2;3.8;118;79;60;1021.6;10178;5;1;219;265;No;No
28/02/10;Sydney;21;267;0;8;38;83;72;1017.1;10143;7;8;237;258;No;Yes
01/03/10;Sydney;192;197;42;5;0;68;84;1018.9;10184;8;8;194;192;Yes;Yes
02/03/10;Sydney;173;23;9;3.8;13;52;52;1019.3;10182;7;7;195;218;Yes;No
03/03/10;Sydney;182;244;2;7.2;75;53;53;1019.4;10182;3;5;227;235;No;No
04/03/10;Sydney;172;252;0;4.4;79;73;67;1016.2;10137;7;5;209;247;No;No
05/03/10;Sydney;205;251;0;5.2;1;72;83;1011.5;10096;7;8;239;235;No;Yes
06/03/10;Sydney;209;267;14;3.4;62;90;77;1011.9;10108;6;3;224;251;Yes;No
07/03/10;Sydney;223;264;0;5;5;71;68;1013.8;1012;2;7;25;256;No;No
08/03/10;Sydney;226;292;0;6.4;64;72;65;1011.6;10096;6;7;248;274;No;No
09/03/10;Sydney;208;30;0;9.2;117;46;35;1013.4;10122;1;1;239;296;No;No
10/03/10;Sydney;192;208;2;8;3;85;67;1020.8;10225;8;8;193;204;No;No
11/03/10;Sydney;182;242;0;5.2;9;63;49;1031.1;10315;2;4;204;236;No;No
12/03/10;Sydney;187;245;2;9;79;55;54;1035;10348;2;4;233;225;No;No
13/03/10;Sydney;174;247;0;7.4;71;68;52;1034.3;10329;2;6;205;228;No;Yes
14/03/10;Sydney;162;246;56;5.6;69;87;50;1030.4;10278;2;5;187;23;Yes;No
15/03/10;Sydney;18;252;0;5.4;59;78;57;1025.7;10224;7;2;197;245;No;No
16/03/10;Sydney;174;255;0;5.8;11;82;54;1023.5;10227;3;1;20;251;No;No
17/03/10;Sydney;156;26;0;5.4;113;80;54;1025.7;10245;0;1;188;244;No;No
18/03/10;Sydney;17;265;0;6.6;102;77;51;1026.5;10237;6;4;198;253;No;No
19/03/10;Sydney;182;274;0;7;112;82;60;1022.2;10192;6;3;201;269;No;No
20/03/10;Sydney;198;29;0;6.2;111;64;68;1021;10195;3;1;228;265;No;No
21/03/10;Sydney;217;309;0;7;9;64;56;1017.9;10143;6;6;235;28;No;No
22/03/10;Sydney;208;25;0;8.4;63;64;57;1020.1;10187;7;5;225;241;No;No
23/03/10;Sydney;187;27;0;4.4;109;74;60;1020.1;10174;0;5;216;261;No;No
24/03/10;Sydney;187;26;0;7.6;61;79;58;1021.6;10208;7;5;203;253;No;No
25/03/10;Sydney;195;255;0;4;87;75;61;1023.4;10196;6;1;211;248;No;No
26/03/10;Sydney;195;296;0;5.6;89;80;52;1019.1;10154;0;2;226;295;No;No
27/03/10;Sydney;224;269;0;7.4;72;80;66;1019.6;10184;6;7;23;255;No;No
28/03/10;Sydney;208;264;0;5.4;82;82;66;1019.2;10149;2;7;231;262;No;No
29/03/10;Sydney;224;275;0;2.8;1;78;56;1016.9;10164;7;8;232;267;No;Yes
30/03/10;Sydney;205;213;4;NA;0;92;88;1019.8;10184;8;8;206;212;Yes;Yes
31/03/10;Sydney;189;231;14;2.6;31;68;67;1019.5;10175;7;6;21;22;Yes;No
01/04/10;Sydney;16;253;2;3.6;108;68;45;1018.3;10163;2;1;184;248;No;No
02/04/10;Sydney;172;246;0;5.8;94;74;46;1019.9;10185;5;2;19;243;No;No
03/04/10;Sydney;159;24;0;6.6;72;72;56;1021.4;1020;2;3;186;221;No;Yes
04/04/10;Sydney;154;224;68;3.2;66;84;59;1022.9;10205;6;6;177;207;Yes;Yes
05/04/10;Sydney;152;215;12;4.4;25;76;64;1021.1;1019;5;7;196;205;Yes;No
06/04/10;Sydney;17;233;8;2.2;36;74;62;1020.5;10176;6;7;214;224;No;Yes
07/04/10;Sydney;185;259;38;2.8;11;90;65;1016.6;10123;8;7;191;245;Yes;Yes
08/04/10;Sydney;19;287;3;1.4;94;77;71;1012.5;10118;3;3;222;243;Yes;Yes
09/04/10;Sydney;164;25;44;5;99;68;55;1014.8;10111;2;6;208;224;Yes;No
10/04/10;Sydney;172;279;0;6.2;74;78;41;1010.5;10076;6;1;186;276;No;No
11/04/10;Sydney;186;279;0;3.8;101;58;33;1007.9;1006;5;3;245;277;No;No
12/04/10;Sydney;149;245;0;8.6;106;33;22;1014.3;10117;1;2;168;242;No;No
13/04/10;Sydney;131;223;0;5.6;107;52;46;1021.8;10203;1;1;176;213;No;No
14/04/10;Sydney;123;25;0;3.8;107;71;49;1022.8;10193;0;2;159;23;No;No
15/04/10;Sydney;149;249;0;6;93;77;62;1021.9;10205;6;3;175;233;No;No
16/04/10;Sydney;169;223;0;3.6;15;77;64;1027;10251;7;6;181;218;No;No
17/04/10;Sydney;158;253;6;2.4;108;82;63;1028.1;1026;1;3;191;242;No;No
18/04/10;Sydney;;25;0;3.6;107;84;66;1027.3;10243;2;2;199;236;No;No
19/04/10;Sydney;172;249;0;2.8;96;82;65;1026;10237;2;2;205;242;No;No
20/04/10;Sydney;173;248;0;4.4;93;87;57;1025.2;10217;1;5;20;244;No;No
21/04/10;Sydney;167;242;0;3.4;103;95;63;1023.4;10204;1;1;176;239;No;No
22/04/10;Sydney;167;257;0;5.4;106;81;63;1022.9;10194;1;1;193;239;No;No
23/04/10;Sydney;166;307;0;3.2;106;68;50;1020.6;1016;1;1;202;265;No;No
24/04/10;Sydney;202;286;0;7.2;34;57;49;1014.3;10099;7;7;228;264;No;Yes
25/04/10;Sydney;172;228;88;5;38;77;70;1013.2;10135;7;5;173;192;Yes;No
26/04/10;Sydney;125;218;4;3;105;56;46;1024.3;10223;1;1;151;215;No;No
27/04/10;Sydney;117;204;0;4.4;22;65;41;1020.4;10178;6;7;142;201;No;No
28/04/10;Sydney;126;249;0;2.4;106;64;32;1021;10167;0;1;16;245;No;No
29/04/10;Sydney;134;246;0;5;107;44;35;1019.9;1017;1;1;182;245;No;No
30/04/10;Sydney;14;194;0;5;3;79;64;1025.2;10244;8;7;144;192;No;Yes
01/05/10;Sydney;143;217;18;2.4;46;89;74;1027.6;10244;7;6;151;206;Yes;No
02/05/10;Sydney;139;265;0;1.2;82;90;30;1024.8;10221;2;1;153;263;No;No
03/05/10;Sydney;148;231;2;4;65;75;60;1027.6;10243;4;6;18;227;No;No
04/05/10;Sydney;162;248;0;2.8;42;80;54;1021.3;10158;7;5;192;242;No;No
05/05/10;Sydney;154;211;0;3.8;59;59;41;1012.2;10113;7;3;187;181;No;Yes
06/05/10;Sydney;104;223;2;4.4;102;48;34;1020;10183;1;1;139;215;Yes;No
07/05/10;Sydney;113;231;0;3.8;101;62;33;1022.4;10183;1;1;135;229;No;No
08/05/10;Sydney;111;244;0;4;101;65;46;1021.9;10193;1;1;141;226;No;No
09/05/10;Sydney;123;246;0;2;102;68;50;1022;10183;1;1;153;224;No;No
10/05/10;Sydney;127;226;0;4.4;102;78;61;1020.3;10158;1;1;157;22;No;No
11/05/10;Sydney;128;27;0;4.2;97;64;19;1012.6;10087;1;1;163;257;No;No
12/05/10;Sydney;105;189;0;8;102;40;29;1017.9;10169;1;1;127;185;No;No
13/05/10;Sydney;9;219;0;4.4;94;53;36;1018.8;10158;1;2;12;207;No;No
14/05/10;Sydney;106;211;0;4.4;101;60;35;1018.4;10149;1;2;13;203;No;No
15/05/10;Sydney;105;217;0;4;9;62;47;1017.6;10161;1;3;132;205;No;No
16/05/10;Sydney;11;216;0;4.4;77;71;60;1020.9;10184;2;6;127;197;No;No
17/05/10;Sydney;127;179;1;2.4;2;85;68;1019.7;10167;8;8;131;165;No;Yes
18/05/10;Sydney;124;154;138;1;0;94;92;1018.2;10174;8;8;13;149;Yes;Yes
19/05/10;Sydney;117;20;478;NA;61;91;62;1022.1;10203;7;3;13;20;Yes;No
20/05/10;Sydney;112;197;1;2.8;61;82;55;1023.1;10199;6;6;127;193;No;No
21/05/10;Sydney;117;195;0;1.2;64;83;58;1020.6;10179;3;6;139;184;No;Yes
22/05/10;Sydney;108;186;172;2.8;48;92;58;1021.5;10197;7;3;113;184;Yes;Yes
23/05/10;Sydney;95;147;142;5;4;91;93;1023.6;10208;7;6;104;143;Yes;Yes
24/05/10;Sydney;104;18;56;0.2;11;86;68;1019.7;10157;7;7;121;178;Yes;No
25/05/10;Sydney;121;169;8;NA;1;89;84;1011.7;10063;7;7;141;168;No;Yes
26/05/10;Sydney;134;173;9;2.2;0;96;94;1004.8;10049;8;8;135;156;Yes;Yes
27/05/10;Sydney;135;187;336;5.8;33;82;62;1018;10176;6;7;159;183;Yes;Yes
28/05/10;Sydney;117;199;16;1.4;46;92;53;1021;10171;7;5;129;198;Yes;Yes
29/05/10;Sydney;129;171;3;2.8;0;88;87;1009.5;10047;7;8;158;162;Yes;Yes
30/05/10;Sydney;118;191;3;1.4;22;78;56;1003.2;10024;4;6;13;187;Yes;Yes
31/05/10;Sydney;126;20;128;1.6;39;87;68;1008.3;10102;7;7;165;191;Yes;Yes
01/06/10;Sydney;117;197;124;2.6;36;80;60;1019.2;10177;7;7;145;185;Yes;No
02/06/10;Sydney;112;201;0;3;7;81;63;1020.9;10196;6;5;127;19;No;Yes
03/06/10;Sydney;127;186;6;2.4;8;91;90;1023;1020;7;7;152;171;Yes;Yes
04/06/10;Sydney;152;177;264;3.4;0;85;94;1018.7;10155;7;8;173;164;Yes;Yes
05/06/10;Sydney;125;205;614;1;44;80;67;1014.2;1012;5;7;135;174;Yes;No
06/06/10;Sydney;95;185;4;2.2;65;64;70;1014.7;10158;1;7;113;152;No;Yes
07/06/10;Sydney;91;155;42;3.4;39;60;77;1024.3;1023;2;7;106;143;Yes;No
08/06/10;Sydney;91;185;4;NA;9;78;62;1023.5;10187;5;4;106;163;No;No
09/06/10;Sydney;95;167;0;2.2;72;71;34;1012;10083;5;3;111;157;No;No
10/06/10;Sydney;103;172;0;3.8;72;48;30;1017.5;10177;;;113;168;No;No
11/06/10;Sydney;62;174;0;3.2;98;64;37;1019.9;1016;0;1;9;169;No;No
12/06/10;Sydney;9;167;0;3;96;63;42;1022;10217;1;2;115;158;No;No
13/06/10;Sydney;66;179;0;3.8;95;66;50;1029.8;10289;1;1;84;171;No;No
14/06/10;Sydney;69;183;0;1.8;95;75;50;1034.7;1032;;;89;178;No;No
15/06/10;Sydney;81;193;0;2;93;86;56;1032.7;10289;;;10;176;No;No
16/06/10;Sydney;91;189;0;1.6;96;89;59;1028.9;10241;2;2;106;183;No;No
17/06/10;Sydney;106;173;0;4;17;67;69;1016;10105;8;5;142;166;No;No
18/06/10;Sydney;98;18;6;3;96;58;39;1017.1;10155;;;121;178;No;NA
19/06/10;Sydney;85;195;;2.8;97;59;41;1018.6;10176;;;118;188;NA;No
20/06/10;Sydney;95;202;0;3;98;71;40;1025;10238;;;113;20;No;Yes
21/06/10;Sydney;101;16;82;3.4;42;95;80;1032.8;10325;7;4;115;157;Yes;Yes
22/06/10;Sydney;115;172;34;2;;84;78;1037;10357;6;7;143;147;Yes;Yes
23/06/10;Sydney;126;156;4;2.2;2;83;90;1036.7;10341;7;7;144;146;Yes;Yes
24/06/10;Sydney;118;17;188;0.6;52;96;64;1031.6;10271;7;2;122;17;Yes;No
25/06/10;Sydney;122;184;0;3.2;28;83;65;1025.1;10207;6;6;137;184;No;No
26/06/10;Sydney;135;20;1;1.4;4;78;50;1017.3;10163;7;2;152;197;No;No
27/06/10;Sydney;67;149;0;2.8;68;72;53;1021;10189;1;6;81;139;No;No
